riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs112538845-?	6.00E-07	-	NR	1.637	-	[1.366-1.961]	ENPP6,STOX2	Response to bupropion and depression	unipolar depression,response to bupropion,mood disorder	-	GCST003806	3068078:35:00	27622933	Li QS
rs1074145-?	2.00E-16	(S-DCT/S-CT ratio)	0.162	-	-	-	RPL7AP52,CYP2C9	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	1582044:49:00	24528284	Ji Y
rs1074145-?	4.00E-09	(S-CT concentration)	0.162	-	-	-	RPL7AP52,CYP2C9	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	1582044:49:00	24528284	Ji Y
rs9747992-?	2.00E-07	(S-DCT concentration)	0.086	-	-	-	CBX4,LINC01977	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	1330534:21:00	24528284	Ji Y
rs2059865-?	3.00E-07	(S-DCT concentration)	0.235	-	-	-	PDZD2	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	529443:46:00	24528284	Ji Y
rs55734731-?	4.00E-07	(S-CT concentration, adjusted for CYP2C19)	0.124	-	-	-	LINC01370,HSPE1P1	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	665749:32:00	24528284	Ji Y
rs71607999-?	7.00E-09	(S-DCT/S-CT ratio, adjusted for CYP2C19)	0.165	-	-	-	-	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	3137836:37:00	24528284	Ji Y
rs11934750-?	1.00E-07	(S-DCT/S-CT ratio, adjusted for CYP2C19)	0.16	-	-	-	-	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	466050:23:00	24528284	Ji Y
rs77724872-?	7.00E-07	(S-DCT concentration, adjusted for CYP2C19)	0.047	-	-	-	TXNRD1,CHST11	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	1739357:22:00	24528284	Ji Y
rs8102150-?	7.00E-07	(S-DCT concentration, adjusted for CYP2C19)	0.028	-	-	-	TSKS,CPT1C	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	828803:30:00	24528284	Ji Y
rs1722229-?	1.00E-06	(S-CT concentration, adjusted for CYP2C19)	0.034	-	-	-	MYL10	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	1694055:17:00	24528284	Ji Y
rs117020818-?	7.00E-07	(S-DCT concentration)	0.046	-	-	-	RASSF10	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	218471:16:00	24528284	Ji Y
rs1058172-?	2.00E-16	(S-DDCT concentration)	0.155	-	-	-	SEPTIN3	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	699968:47:00	24528284	Ji Y
rs1058172-?	8.00E-16	(S-DDCT/S-DCT ratio)	0.155	-	-	-	CYP2D6,NDUFA6-DT	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	702147:26:00	24528284	Ji Y
rs1065852-?	2.00E-16	(S-DDCT concentration)	0.215	-	-	-	CYP2D6,NDUFA6-DT	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	702200:12:00	24528284	Ji Y
rs1065852-?	8.00E-16	(S-DDCT/S-DCT ratio)	0.215	-	-	-	CYP2D6,NDUFA6-DT	Response to serotonin reuptake inhibitors in major depressive disorder (plasma drug and metabolite levels)	unipolar depression,response to selective serotonin reuptake inhibitor	-	GCST002549	702200:12:00	24528284	Ji Y
rs3825243-A	4.00E-08	-	NR	-	-	-	LYZ,YEATS4	Response to SSRI in MDD or conscientiouness	conscientiousness measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005836	1155962:59:00	29559929	Amare AT
rs2979204-T	8.00E-11	-	NR	-	-	-	PRAG1	Remission after SSRI treatment in MDD or neuroticism	neuroticism measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005835	140697:07:00	29559929	Amare AT
rs11990063-T	9.00E-09	-	NR	-	-	-	MSRA	Remission after SSRI treatment in MDD or neuroticism	neuroticism measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005835	171802:45:00	29559929	Amare AT
rs35792458-C	1.00E-12	-	NR	-	-	-	XKR6	Remission after SSRI treatment in MDD or neuroticism	neuroticism measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005835	182756:41:00	29559929	Amare AT
rs12555870-G	1.00E-08	-	NR	-	-	-	-	Remission after SSRI treatment in MDD or neuroticism	neuroticism measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005835	389137:46:00	29559929	Amare AT
rs4761545-G	8.00E-10	-	NR	-	-	-	RN7SKP263	Remission after SSRI treatment in MDD or neuroticism	neuroticism measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005835	1567223:32:00	29559929	Amare AT
rs144733372-G	3.00E-11	-	NR	-	-	-	PLEKHM1	Remission after SSRI treatment in MDD or neuroticism	neuroticism measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005835	758131:16:00	29559929	Amare AT
rs11082011-C	4.00E-08	-	NR	-	-	-	CELF4	Remission after SSRI treatment in MDD or neuroticism	neuroticism measurement,response to selective serotonin reuptake inhibitor	unipolar depression	GCST005835	626103:59:00	29559929	Amare AT
rs55679149-T	8.00E-07	-	NR	-	-	-	PTGES3P1,GBP1	Remission after SSRI treatment in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005833	1484478:35:00	29559929	Amare AT
rs11728985-T	4.00E-07	-	NR	-	-	-	C4orf33	Remission after SSRI treatment in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005833	2151925:20:00	29559929	Amare AT
rs11155372-T	1.00E-07	-	NR	-	-	-	UTRN	Remission after SSRI treatment in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005833	2411649:22:00	29559929	Amare AT
rs7828021-C	4.00E-07	-	NR	-	-	-	PSAT1P1	Remission after SSRI treatment in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005833	828798:54:00	29559929	Amare AT
rs1411216-A	5.00E-07	-	NR	-	-	-	IZUMO3	Remission after SSRI treatment in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005833	408678:56:00	29559929	Amare AT
rs7189979-C	3.00E-07	-	NR	-	-	-	SNX29	Remission after SSRI treatment in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005833	208954:50:00	29559929	Amare AT
rs7555693-A	1.00E-06	-	NR	-	-	-	-	Response to SSRI in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005834	1771599:37:00	29559929	Amare AT
rs9321987-A	5.00E-07	-	NR	-	-	-	UTRN	Response to SSRI in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005834	2411825:08:00	29559929	Amare AT
rs352759-T	6.00E-07	-	NR	-	-	-	TUSC3	Response to SSRI in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005834	262378:05:00	29559929	Amare AT
rs7828021-C	7.00E-08	-	NR	-	-	-	PSAT1P1	Response to SSRI in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005834	828798:54:00	29559929	Amare AT
rs11591827-A	9.00E-07	-	NR	-	-	-	RPA2P2	Response to SSRI in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005834	1352145:26:00	29559929	Amare AT
rs7189979-C	2.00E-07	-	NR	-	-	-	SNX29	Response to SSRI in MDD or openness	response to selective serotonin reuptake inhibitor,openness measurement	unipolar depression	GCST005834	208954:50:00	29559929	Amare AT
chr5:28096209-A	3.00E-08	-	NR	-	1.11907 unit increase	[0.73-1.51]	-	Total cholesterol levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	total cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012323	-	33824429	Fjukstad KK
chr13:97478887-A	2.00E-08	-	NR	-	0.611097 unit increase	[0.4-0.82]	-	Total cholesterol levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	total cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012323	-	33824429	Fjukstad KK
rs72674216-A	9.00E-08	-	NR	-	0.959753 unit increase	[0.61-1.31]	LINC01739,LINC00466	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1051322:59:00	33824429	Fjukstad KK
rs143113754-A	1.00E-07	-	NR	-	1.03895 unit increase	[0.66-1.42]	SLC35D1	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1116928:49:00	33824429	Fjukstad KK
rs17097330-G	1.00E-07	-	NR	-	1.01366 unit increase	[0.64-1.39]	IL12RB2	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1123198:19:00	33824429	Fjukstad KK
rs56370400-T	4.00E-07	-	NR	-	1.04809 unit increase	[0.65-1.45]	RN7SL392P,RNU6-1031P	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1127157:04:00	33824429	Fjukstad KK
rs72721860-T	3.00E-07	-	NR	-	1.0167 unit increase	[0.63-1.4]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1640881:45:00	33824429	Fjukstad KK
rs115128816-T	4.00E-07	-	NR	-	1.20976 unit increase	[0.75-1.67]	MTATP6P14	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1779789:13:00	33824429	Fjukstad KK
rs114204012-A	4.00E-07	-	NR	-	1.28919 unit increase	[0.8-1.78]	VAV3	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1793931:48:00	33824429	Fjukstad KK
rs71673444-T	2.00E-08	-	NR	-	1.29895 unit increase	[0.85-1.75]	KCND3	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1866335:36:00	33824429	Fjukstad KK
rs11808287-T	3.00E-07	-	NR	-	0.503145 unit increase	[0.31-0.69]	TRIM33,MRPL57P1	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1906041:44:00	33824429	Fjukstad KK
rs41266605-G	4.00E-07	-	NR	-	1.0687 unit increase	[0.66-1.48]	BNIPL	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	2517279:52:00	33824429	Fjukstad KK
chr1:164471324-G	1.00E-07	-	NR	-	1.46 unit increase	[1-1.92]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr1:173889861-T	3.00E-07	-	NR	-	1.01135 unit increase	[0.63-1.4]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr1:204278060-A	3.00E-07	-	NR	-	1.01468 unit increase	[0.63-1.4]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr1:209201361-T	1.00E-07	-	NR	-	1.17 unit increase	[0.7-1.64]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr2:34777314-A	8.00E-08	-	NR	-	0.830836 unit increase	[0.53-1.13]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr2:58985712-A	3.00E-07	-	NR	-	1.33771 unit increase	[0.83-1.85]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr2:184928538-A	2.00E-07	-	NR	-	1.35648 unit increase	[0.85-1.87]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr2:216859235-C	4.00E-07	-	NR	-	1.29903 unit increase	[0.8-1.8]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:3663265-T	1.00E-07	-	NR	-	1.17705 unit increase	[0.74-1.61]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:46100303-T	1.00E-07	-	NR	-	1.00724 unit increase	[0.64-1.38]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:47010116-A	6.00E-08	-	NR	-	1.1613 unit increase	[0.74-1.58]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:47251391-G	5.00E-08	-	NR	-	1.16451 unit increase	[0.75-1.58]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:47418822-T	1.00E-07	-	NR	-	1.14109 unit increase	[0.72-1.56]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr16:2349706-A	4.00E-08	-	NR	-	1.44005 unit increase	[0.93-1.95]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr17:29421869-C	3.00E-08	-	NR	-	1.31621 unit increase	[0.85-1.78]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:103798624-C	5.00E-07	-	NR	-	0.93273 unit increase	[0.57-1.29]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:107593376-C	3.00E-07	-	NR	-	1.27038 unit increase	[0.79-1.75]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:144726355-T	1.00E-07	-	NR	-	1.31262 unit increase	[0.83-1.8]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:152529052-T	1.00E-07	-	NR	-	1.22374 unit increase	[0.77-1.67]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:153086913-T	1.00E-07	-	NR	-	1.05184 unit increase	[0.66-1.44]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:185847872-A	2.00E-07	-	NR	-	1.22305 unit increase	[0.77-1.68]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr3:196705485-A	4.00E-07	-	NR	-	1.17745 unit increase	[0.72-1.63]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
rs72749636-T	4.00E-10	-	NR	-	1.52943 unit increase	[1.05-2]	CDH6	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	520083:15:00	33824429	Fjukstad KK
rs184012381-T	4.00E-09	-	NR	-	1.54483 unit increase	[1.04-2.05]	CDH6	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	522028:01:00	33824429	Fjukstad KK
rs6893037-G	3.00E-09	-	NR	-	1.41713 unit increase	[0.95-1.88]	PCDH1,DELE1	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	2365322:06:00	33824429	Fjukstad KK
chr6:21215343-C	4.00E-08	-	NR	-	1.46107 unit increase	[0.94-1.98]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
rs35497646-A	4.00E-09	-	NR	-	1.21066 unit increase	[0.81-1.61]	SUPT3H	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	745439:03:00	33824429	Fjukstad KK
chr6:102207556-T	5.00E-08	-	NR	-	1.01604 unit increase	[0.65-1.38]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr7:20000997-C	3.00E-08	-	NR	-	1.35924 unit increase	[0.88-1.84]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr8:4432863-A	3.00E-08	-	NR	-	1.11446 unit increase	[0.72-1.5]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
rs113613039-A	5.00E-09	-	NR	-	1.76 unit increase	[1.3-2.22]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	355706:48:00	33824429	Fjukstad KK
rs113220477-G	1.00E-07	-	NR	-	1.1197 unit increase	[0.71-1.53]	FRMD4A	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	237779:49:00	33824429	Fjukstad KK
rs76296059-C	5.00E-09	-	NR	-	1.457 unit increase	[0.97-1.94]	NEBL	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	348061:04:00	33824429	Fjukstad KK
rs112817646-A	1.00E-08	-	NR	-	1.42197 unit increase	[0.94-1.9]	VN1R53P	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	623312:28:00	33824429	Fjukstad KK
chr10:37803153-T	3.00E-08	-	NR	-	1.34186 unit increase	[0.87-1.81]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
chr10:65439003-A	4.00E-08	-	NR	-	1.08009 unit increase	[0.7-1.46]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
rs117302061-G	1.00E-08	-	NR	-	1.15793 unit increase	[0.77-1.55]	RPS3AP5	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1409816:06:00	33824429	Fjukstad KK
rs151137139-G	2.00E-07	-	NR	-	1.55 unit increase	[1.09-2.01]	WBP1L	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1712813:43:00	33824429	Fjukstad KK
rs151010944-A	1.00E-09	-	NR	-	1.29293 unit increase	[0.88-1.71]	FAM204A,CASC2	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1971581:51:00	33824429	Fjukstad KK
rs73126876-C	4.00E-09	-	NR	-	1.16459 unit increase	[0.78-1.55]	PDZRN4	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	689736:04:00	33824429	Fjukstad KK
chr14:84603367-T	2.00E-08	-	NR	-	1.06614 unit increase	[0.7-1.44]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	-	33824429	Fjukstad KK
rs17088924-C	3.00E-09	-	NR	-	1.14425 unit increase	[0.77-1.52]	-	Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	triglyceride measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012322	1076770:34:00	33824429	Fjukstad KK
rs139602194-T	1.00E-08	-	0.02	-	2.83 unit increase	[1.86-3.80]	CRACD	HDL levels x SSRI levels interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,high density lipoprotein cholesterol measurement	bipolar disorder,schizophrenia	GCST012330	936181:47:00	33824429	Fjukstad KK
rs141881809-G	6.00E-10	-	0.02	-	20.6 unit increase	[14.13-27.07]	NCAM1	LDL levels x SSRI levels interaction in schizophrenia or bipolar disorder	low density lipoprotein cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012329	1884641:53:00	33824429	Fjukstad KK
rs141881809-G	3.00E-07	-	0.02	-	19.22 unit increase	[11.90-26.54]	NCAM1	Total cholesterol levels x SSRI levels interaction in schizophrenia or bipolar disorder	total cholesterol measurement,response to selective serotonin reuptake inhibitor	bipolar disorder,schizophrenia	GCST012328	1884641:53:00	33824429	Fjukstad KK
rs12037821-T	1.00E-07	-	NR	-	3.10609 unit increase	[1.96-4.25]	PLCH2	BMI x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,body mass index	schizophrenia,bipolar disorder	GCST012326	40938:56:00	33824429	Fjukstad KK
chr2:79261154-A	2.00E-07	-	NR	-	5.74191 unit increase	[3.61-7.88]	-	BMI x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,body mass index	schizophrenia,bipolar disorder	GCST012326	-	33824429	Fjukstad KK
chr2:241422788-A	9.00E-08	-	NR	-	3.28886 unit increase	[2.09-4.49]	-	BMI x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,body mass index	schizophrenia,bipolar disorder	GCST012326	-	33824429	Fjukstad KK
chr3:115530388-A	2.00E-07	-	NR	-	2.06412 unit increase	[1.29-2.84]	-	BMI x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,body mass index	schizophrenia,bipolar disorder	GCST012326	-	33824429	Fjukstad KK
rs149932-G	4.00E-07	-	NR	-	0.21263 unit decrease	[0.13-0.29]	EPB41	HDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,high density lipoprotein cholesterol measurement	bipolar disorder,schizophrenia	GCST012325	481955:08:00	33824429	Fjukstad KK
chr2:205603512-G	5.00E-07	-	NR	-	0.497975 unit increase	[0.31-0.69]	-	HDL levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder	response to selective serotonin reuptake inhibitor,high density lipoprotein cholesterol measurement	bipolar disorder,schizophrenia	GCST012325	-	33824429	Fjukstad KK
